993,gmcgeechan1p,17/09/1597,55.43
150,htomsa1q,24/07/1870,53.7
520,mtremoulet1r,05/03/1880,64.33
815,nleggs1s,21/02/1948,22.01
818,cframe1t,18/10/1682,73.48
525,edowman1u,12/10/1464,95.64
733,rseeks1v,17/09/1765,69.58
426,nlivett1w,13/08/1119,52.3
441,whewlings1x,23/06/1021,59.23
452,ahapgood1y,17/11/1909,1.69
564,mhurtado1z,11/10/1146,56.27
450,adalgarnowch20,18/07/1745,7.54
660,rclemenceau21,08/05/1083,77.24
279,cbendik22,27/02/1680,46.73
654,abullan23,07/08/1220,52.82
985,bnassau24,02/08/1735,24.28
765,ygerrets25,21/11/1405,86.7
962,dohenery26,03/03/1184,30.76
167,fertel27,03/09/1847,1.43
573,mubee28,30/08/1172,70.89
892,cmarchi29,10/07/1893,48.82
158,ccurrom2a,09/06/1154,24.91
653,lconcannon2b,22/10/1672,42.63
165,tweaver2c,12/07/1943,99.61
477,fcornborough2d,26/01/1511,94.02
825,rmirams2e,10/05/1471,77.4
977,danneslie2f,02/01/1947,30.59
373,feric2g,22/08/1508,55.95
735,amatskiv2h,15/10/1933,68.74
313,egligorijevic2i,03/06/1458,31.48
261,wobington2j,16/06/1390,27.36
918,ccaskie2k,13/09/2009,91.79
898,gpetticrew2l,01/04/1241,17.16
287,acrayton2m,24/09/1517,22.01
541,jriseborough2n,04/05/1741,8.58
623,sworthington2o,04/04/1972,80.74
886,wpietrasik2p,14/09/1847,83.33
163,zofen2q,24/09/1902,54.71
413,amacswayde2r,05/05/1608,16.47
669,dglusby2s,08/07/1658,67.67
451,mconman2t,31/12/1314,22.37
728,akubelka2u,11/12/1472,45.03
650,amurby2v,11/09/1252,66.74
571,rblonfield2w,24/06/1057,29.91
404,bmcadam2x,01/08/1099,59.77
798,atice2y,12/09/1678,77.66
634,fgozney2z,03/04/1313,99.19
602,wfuxman30,26/12/2008,80.14
224,dfenech31,04/03/1852,6.84
125,dhounsham32,01/03/1512,90.6
690,kstockbridge33,20/01/1819,60.47
321,driguard34,18/04/1021,8.74
48,mthomton35,29/05/1493,13.96
360,fgaskall36,26/05/1148,95.39
124,ileguay37,13/01/1361,33.66
587,dgodspeede38,22/07/1733,28.49
284,nimpleton39,08/12/1909,5.48
232,jsword3a,26/04/1894,32.67
954,lasquez3b,02/08/1236,13.91
596,pmoulsdall3c,27/02/1185,13.87
410,bstledger3d,04/01/1508,66.28
220,rforsdicke3e,18/12/1234,34.07
507,vlionel3f,22/05/1421,10.11
957,ajohananoff3g,17/09/1520,84.68
914,tmaypother3h,06/08/1304,13.85
79,fboules3i,01/02/1791,30.72
701,dcaughey3j,27/09/1533,67.79
405,tmcgahey3k,10/07/1080,68.1
187,mboler3l,18/08/1029,3.25
5,lculross3m,15/11/1976,30.75
780,mhighnam3n,28/11/1613,75.21
775,jfalls3o,31/01/1541,36.62
235,rcluley3p,05/02/1043,31.43
515,fjeckell3q,23/06/1535,48.97
912,atidmas3r,17/11/1442,84.94
480,mgilbanks3s,03/04/1241,65.59
970,lgadson3t,24/08/1912,44.34
244,ktwiddle3u,17/05/1841,55.69
398,wcarleman3v,08/09/1623,13.65
215,bdreigher3w,11/11/1153,42.84
484,oledwitch3x,29/09/1711,83.62
472,cmeachan3y,02/01/2022,96.53
458,lbampford3z,07/09/1190,62.64
103,mbest40,25/03/1987,54.38
286,febbrell41,31/01/1312,80.95
799,amaccafferty42,19/02/1477,50.8
797,mfochs43,28/02/1584,11.98
803,lgrisedale44,06/04/1731,62.88
706,trothery45,24/06/1402,17.57
492,frosenblatt46,20/02/1274,48.02
775,pmoreton47,12/11/1624,91.06
633,hfidell48,05/04/1029,67.44
341,htoby49,26/07/1789,74.25
690,ischild4a,24/10/1359,84.6
450,cvarnes4b,13/03/1440,46.19
7,cderwin4c,08/02/1413,58.16
127,tmassot4d,05/08/1838,34.23
898,stoynbee4e,24/10/1756,7.66
800,jtarney4f,09/02/1400,4.03
981,ablitzer4g,03/06/1980,64.79
846,mkarpfen4h,30/11/1128,51.89
297,bgarnul4i,07/10/1285,63.65
730,bwoolf4j,11/09/1855,87.18
72,salderson4k,23/03/1590,4.78
654,vmachon4l,01/03/1819,39.91
642,awelbrock4m,05/03/1369,73.14
152,ccattonnet4n,21/12/1808,15.71
17,clivesey4o,02/07/1836,42.68
304,ofleg4p,13/03/2017,49.3
273,apalphreyman4q,16/04/1292,89.28
438,smathouse4r,08/04/1938,11.68
60,mloyns4s,29/10/1986,18.49
52,sbellocht4t,06/08/1377,55.74
557,gmctrustrie4u,16/04/1991,49.1
766,rbaskett4v,30/11/1038,5.37
524,hosgodby4w,03/08/1086,82.5
183,rbittleson4x,10/03/1906,13.37
291,lsmeed4y,03/11/1002,69.57
633,gwaryk4z,23/06/1804,46.92
445,mmcfee50,10/12/1451,94.05
92,wbaiss51,15/05/1094,66.44
166,lhampe52,16/11/1861,73.82
94,gpickston53,08/06/1925,20.19
531,gbodd54,28/04/1674,62.48
456,epancoust55,06/07/1161,14.55
214,asmee56,20/08/1207,13.83
797,lmaffioni57,13/07/1598,20.02
604,rryan58,23/10/1111,82.09
440,mlittleproud59,08/05/1031,73.36
431,adutchburn5a,24/05/1176,50.21
362,rbarense5b,07/06/1166,70.88
50,mhryniewicz5c,09/12/1408,3.15
510,medlington5d,01/04/1871,4.77
157,gyendle5e,07/05/1540,91.25
961,jkeyte5f,02/03/1235,73.47
729,cogilvy5g,07/07/1975,9.63
832,ahusthwaite5h,10/03/1177,6.96
16,kruscoe5i,08/12/1008,1.51
536,eegger5j,28/09/1989,6.41
157,lgilbey5k,29/07/1279,89.96
700,ffoard5l,25/04/1099,79.83
1000,ecapin5m,22/03/1725,21.52
937,ajoinson5n,12/08/1752,69.34
562,nallsup5o,27/11/1355,97.68
176,ngorman5p,26/11/1094,32.04
856,hyokley5q,20/01/1623,54.3
698,ablondel5r,25/03/1167,80.63
562,dizod5s,29/04/1422,16.58
173,mcyster5t,16/08/1813,99.95
882,ssnibson5u,09/12/1779,65.61
739,rjeavons5v,27/08/1849,10.69
267,wcassy5w,02/10/1546,53.87
153,bcoursor5x,20/04/1399,96.4
188,rmooreed5y,21/08/1885,25.45
36,dlongworth5z,17/08/1803,56.61
123,kadrien60,11/11/1853,20.21
690,rmcquilty61,24/08/1919,86.78
810,afitchen62,24/06/1365,3.44
779,cduchant63,08/05/1825,59.81
91,emcgillivrie64,30/07/1607,39.89
331,callman65,22/07/1479,86.43
145,tnoods66,19/05/1080,23.14
480,eprowting67,21/11/1304,70.41
632,dhiley68,01/08/1222,88.52
311,mabbatini69,19/02/1217,38.31
93,fchiene6a,14/03/1651,46.54
924,escarce6b,18/06/1796,36.57
286,zburgher6c,11/07/1095,36.32
856,ajeves6d,20/12/1763,62.01
687,fdarlaston6e,19/02/1240,79.68
288,msandham6f,10/11/1893,45.76
870,diglesiaz6g,19/12/1492,52.28
789,bcapaldo6h,16/10/1738,28.56
425,hfernez6i,22/10/1516,60.35
534,mspacey6j,19/04/1951,88.79
277,apeacey6k,12/06/1952,30.64
406,jsanpher6l,21/05/1697,8.12
180,hdressell6m,23/07/1879,12.66
496,bkrale6n,08/12/1682,11.9
92,vfishlee6o,26/12/1546,1.03
98,plyston6p,26/12/1176,55.53
576,adallison6q,29/01/1692,77.68
728,menrico6r,13/12/1628,59.67
378,byea6s,10/03/1236,35.37
625,ypaolotto6t,02/06/1172,34.93
558,ktierney6u,04/06/1611,6.55
417,rtinner6v,17/10/1779,74.53
218,mnarbett6w,23/11/1973,42.67
356,pshawl6x,16/09/1195,46.81
52,pqueste6y,26/11/1448,50.13
815,geallis6z,05/07/1485,64.45
884,bjaxon70,10/06/1665,74.89
949,mjacquemot71,16/12/1948,19.06
93,sborthe72,19/08/1941,52.61
22,nstemson73,07/05/1934,73.43
388,nsearby74,11/03/1426,12.2
312,sarnaldo75,31/08/1639,22.49
819,lmarques76,09/12/1307,17.74
386,sredborn77,23/02/2021,84.55
502,pperrat78,28/08/1798,28.56
687,cscading79,12/04/1379,16.93
464,tbrompton7a,10/08/1241,3.42
252,twathan7b,28/12/1207,42.69
38,kparchment7c,18/11/1625,36.3
885,crandall7d,17/10/1975,18.68
627,swadie7e,28/10/1639,77.17
572,ecastleton7f,22/10/1646,61.67
742,bollander7g,08/02/1834,42.11
9,qjeafferson7h,19/10/1022,56.74
246,adecristofalo7i,26/11/1228,63.38
71,nmoncreif7j,01/12/1625,8.12
836,rschirach7k,16/10/1999,82.09
288,cheathcott7l,24/05/1120,79.63
861,cyurygyn7m,15/02/1904,74.18
118,mblack7n,16/06/1347,24.8
235,nmcmurray7o,25/11/1301,41.3
256,fcholomin7p,12/09/2000,23.63
607,yattewell7q,18/08/1603,45.45
409,cfolini7r,22/09/1421,56.17
977,mgreeno7s,13/12/1526,35.31
366,mschohier7t,14/10/1772,34.29
429,dattenbrough7u,30/12/1085,35.1
636,vpesic7v,12/11/1607,83.3
933,jscannell7w,18/10/1502,9.5
631,iugoletti7x,01/07/1768,18.28
526,dallewell7y,27/11/1156,8.87
861,hmaundrell7z,24/07/1468,56.04
187,csiddell80,11/12/1086,4.35
530,dmilliere81,05/04/1616,74.69
417,wclandillon82,28/03/1805,49.02
587,kortega83,09/11/1670,38.12
615,ejantet84,20/07/1243,31.58
416,cstitt85,19/02/1144,37.09
487,aroebuck86,26/10/1583,33.24
54,meloi87,28/02/1451,62.17
339,psheed88,30/10/1951,96.41
400,pgubbin89,28/07/1915,63.7
1,jbatcheldor8a,10/09/1146,44.4
485,abeedham8b,27/04/1400,38.95
724,ybute8c,24/02/1555,36.99
263,tgerriet8d,04/11/1092,65.71
92,llindeboom8e,15/09/1416,57.77
684,jdymick8f,30/07/1571,25.61
626,ohegarty8g,19/11/1215,39.1
912,pdarte8h,29/05/1539,10.94
755,mfavelle8i,19/07/1044,39.82
254,nmcquillin8j,14/10/1008,31.26
700,dshellcross8k,30/06/1084,80.5
708,smaruszewski8l,08/01/1217,48.79
851,flindborg8m,01/04/1637,20.51
832,nmation8n,30/06/1720,47.11
693,pphare8o,30/10/1197,34.01
276,lgrevatt8p,14/04/1608,57.41
203,fallerton8q,13/03/1084,17.06
734,agarlee8r,02/06/1012,41.47
877,spratton8s,09/12/1979,11.03
658,llacaze8t,23/02/1438,14.05
976,cferrero8u,24/06/1353,70.93
465,kwollacott8v,23/03/1380,23.04
858,bsakins8w,07/07/1870,2.67
854,bancliffe8x,13/04/1160,90.35
90,overdon8y,17/08/1426,94.96
540,bbraddick8z,30/08/1387,75.45
753,jingold90,18/05/1802,88.69
284,sfarthin91,25/03/1955,2.43
250,bfrancombe92,02/11/1505,7.9
334,ryell93,01/01/1140,45.04
572,lvigours94,17/11/1886,27.62
889,zguise95,18/02/1285,68.46
903,cilling96,20/09/1983,72.97
633,wkinder97,09/11/1530,19.15
180,cdeering98,08/06/2011,12.1
254,bdanilyak99,03/03/1158,64.02
345,eskeermer9a,20/09/1130,29.12
344,theighton9b,15/04/1304,8.35
749,kcrummay9c,15/01/1579,66.68
279,lklaaasen9d,04/02/1487,65.16
273,csimoneau9e,23/12/1082,31.65
32,svoysey9f,03/09/1889,96.94
721,rdomesday9g,10/01/1587,63.26
513,rbirdseye9h,02/10/1865,85.84
864,ltammadge9i,17/09/2008,13.38
806,lsumsion9j,17/03/1654,1.24
420,sbadsey9k,21/02/1305,45.7
799,hmaytom9l,06/09/1245,9.08
775,idudman9m,08/05/1664,27.17
89,pwilkinson9n,28/02/1539,37.85
441,ngrigorushkin9o,27/12/1817,16.04
931,hburgot9p,15/08/1028,23.27
896,dbowne9q,21/10/1836,82.86
846,otockell9r,10/02/1908,3.76
56,mneathway9s,26/08/1243,9.53
721,mmackaig9t,11/01/1988,53.52
559,corigan9u,08/12/1624,89.34
40,dchristene9v,18/06/2022,38.7
877,fhurling9w,13/12/1639,41.6
374,cliddard9x,01/11/1701,80.31
869,fknightly9y,22/06/1136,64.86
148,mwolfendale9z,12/01/1841,94.2
168,shurrana0,15/03/2000,5.66
685,obowtona1,24/02/1970,96.64
774,mteesea2,14/09/1655,33.28
978,jgrouta3,04/03/1348,77.29
213,khaberfielda4,17/09/1495,50.28
943,mhazeldenea5,28/02/1449,62.74
218,sharropa6,23/02/1682,93.92
201,awheowalla7,29/04/1331,32.59
516,njozsefa8,03/04/1833,95.39
844,jknightsa9,10/11/1939,98.35
933,vlawrencesonaa,05/03/1735,71.3
265,dlambshineab,12/03/1221,16.69
581,ecastanosac,22/03/1739,60.43
335,jmillad,15/02/1168,83.9
336,bgobellae,12/09/1748,53.95
790,mmcduffieaf,19/04/1139,97.6
154,gtomaszczykag,07/04/1527,14.84
235,hliversidgeah,01/03/2008,51.99
316,haliboneai,08/03/1609,88.46
320,lspurryeraj,23/02/1295,46.71
541,ebrittenak,20/06/1825,91.94
512,gbarrottal,11/08/1925,21.74
387,cstallibrassam,19/08/1858,40.77
337,kcaustonan,02/04/1043,89.86
306,cwhitmoreao,17/10/1885,32.65
694,ebedenap,06/04/1115,23.39
456,gcaseriaq,11/10/1118,82.75
232,pcostallar,24/08/1883,26.78
501,smoncreiffeas,05/08/1567,73.23
960,bpeschetat,19/12/1656,69.82
924,evanshinau,07/03/1759,40.06
148,lpoverav,07/10/1880,65.1
694,ktolladyaw,24/10/1734,21.98
452,dstreatleyax,19/09/1895,45.04
516,mscamelay,02/01/1482,81.01
822,rpirouetaz,07/07/1065,28.84
851,alagenb0,03/11/1999,61.46
291,gpollicattb1,19/03/1849,50.47
849,jdowyerb2,05/01/1602,34.58
298,skleeb3,08/08/1801,86.29
40,cnimmob4,21/06/1768,92.54
516,mstanionb5,26/11/1977,49.69
127,rmarrillb6,23/04/1409,92.49
83,acaswallb7,29/04/1813,86.74
316,bdysertb8,17/12/1256,60.97
522,aremerb9,06/02/1114,12.92
638,ymctrustrieba,09/11/1466,10.62
531,spetrakovbb,14/01/1240,43.99
742,lpywellbc,21/04/1112,4.46
298,redinburoughbd,03/03/1822,1.14
103,espellarbe,21/12/1025,27.46
67,rblincowebf,08/08/1249,85.06
167,jtuckettbg,16/01/1187,26.71
864,hwillcocksbh,24/03/1889,19.25
336,pspareybi,27/07/1241,71.44
285,cpittfordbj,03/08/1511,8.88
814,fleutybk,25/08/1595,87.97
628,fnunsonbl,13/06/1537,93.52
526,rrablenbm,14/09/1282,98.39
626,cmeltetalbn,06/06/1018,47.12
299,kwhightbo,23/06/1155,59.2
176,rchorltonbp,27/10/1758,57.63
645,foleaghambq,02/04/1713,75.56
63,kkyberdbr,20/05/1811,72.47
767,cmartinobs,14/08/1271,80.09
740,swatmoughbt,02/09/1617,8.72
619,rlomasneybu,11/02/1011,69.04
450,kknotonbv,12/09/1709,59.72
884,fdeavesbw,28/07/1571,72.41
437,tblezardbx,08/09/1361,44.93
256,cmcvittieby,23/11/1709,72.39
702,cmcgivenabz,17/06/1661,51.74
58,phayhurstc0,15/12/1463,97.2
924,kcolebrookc1,06/11/1874,65.27
415,mbloomfieldc2,12/10/1286,6.04
787,kshewenc3,28/06/1666,97.17
578,tposerc4,22/07/1679,46.49
990,crennixc5,24/05/1153,56.11
987,lpaskec6,14/11/1087,51.39
16,aridingc7,12/01/1527,62.13
528,rbernardoc8,23/01/1354,88.0
929,tradleyc9,21/08/1941,58.01
825,swaceca,22/03/1536,9.43
145,egawlercb,12/02/1681,84.29
419,mjillionscc,21/02/2012,89.59
363,acholwellcd,06/02/1620,47.23
89,cwillmentce,29/07/1885,98.68
557,djoinceycf,07/01/1209,26.32
383,jstandoncg,19/08/1718,54.48
481,sblythch,03/12/1114,26.14
153,lpimblottci,30/09/1447,88.89
13,tgookcj,16/11/1827,48.93
347,bbeetlesck,03/11/1611,38.57
931,jstaplefordcl,04/11/1620,62.21
66,scurtoncm,20/01/1241,81.42
46,sjouannissoncn,17/01/1764,23.5
842,djohnsonco,05/09/1811,90.28
437,whuntrisscp,30/06/1778,61.28
629,lrohlfingcq,11/11/1499,82.25
968,draymondcr,04/07/1964,99.9
316,locrianecs,01/08/1408,96.3
619,csainzct,28/07/1135,93.32
34,gfolkcu,30/10/1390,49.14
330,kwoolardcv,06/05/1139,90.04
277,cmatulacw,26/06/1670,73.54
641,aogrowganecx,18/05/1857,47.97
312,whyamcy,11/03/1022,83.56
863,mtebbothcz,19/05/2004,52.58
714,mjancyd0,18/09/1325,53.88
859,cklulikd1,08/03/1232,14.54
451,idekeyserd2,21/08/1200,62.79
705,npotteryd3,18/06/1641,87.03
733,kmughald4,17/06/1743,74.52
348,tbaldrickd5,07/04/1975,45.94
281,askillingsd6,22/04/1076,39.55
802,mcarbined7,22/04/1715,58.97
937,cciobutarod8,17/09/1032,26.77
294,rkeetsd9,06/07/1414,60.96
747,mspeereda,08/10/1819,58.34
331,hscoldingdb,06/07/1520,15.86
814,rmandelldc,24/11/1102,13.83
445,dmousdalldd,21/06/1820,92.86
486,aphelipde,12/03/1636,77.99
471,etinwelldf,02/11/1825,17.17
341,rkytleydg,28/02/1518,23.49
151,dboondh,16/03/1820,69.96
805,igobertdi,19/04/1379,17.52
431,mharkinsdj,18/01/1729,35.61
967,mbuyersdk,21/06/1760,82.8
385,adenerleydl,08/07/1864,56.21
680,pbaylisdm,19/02/1716,10.93
569,klongthorndn,02/01/1430,61.94
313,afardodo,19/05/1132,7.76
483,nbillingsleydp,01/02/1562,82.1
315,glantiffedq,04/09/1121,6.79
526,fcandlishdr,24/08/2020,71.94
423,gonthankds,29/01/1924,28.49
17,jmillichipdt,19/05/1860,25.71
720,kjosedu,04/09/1819,79.13
64,jhanhartdv,06/12/1299,85.52
113,mfudgedw,11/04/1699,32.67
221,arobathondx,24/04/1553,75.52
376,amcglashandy,19/11/1698,65.12
408,gbernoletdz,27/05/1756,61.82
28,hcodlinge0,21/03/1330,86.94
746,jhenriee1,25/04/1473,99.59
808,leeftinge2,07/02/1317,83.69
903,amacphersone3,04/04/1468,95.64
826,sdantere4,30/05/1557,23.64
232,smuttitte5,16/10/1429,9.12
984,ldundone6,13/06/1101,91.84
808,bhardie7,20/04/1489,18.92
714,kofairye8,29/04/1040,40.2
724,osharkeye9,01/10/1820,85.54
533,memblemea,07/03/1737,68.9
214,cmcguinesseb,21/01/1082,35.53
886,dmelmethec,29/01/1524,76.36
602,hmacelhargeed,02/03/1034,56.12
318,hmutlowee,13/01/1216,95.66
742,rsiggeeef,07/06/1300,1.3
309,dloucaeg,07/09/1923,62.32
865,rlapreeh,04/08/1872,42.84
423,rflindersei,01/12/1276,67.89
611,zbulstrodeej,11/05/1166,93.57
66,mabbottsek,19/05/1549,86.24
632,truddyel,19/02/1026,73.59
819,bprowtingem,16/03/1390,15.62
453,gtamasen,09/11/1513,94.82
193,fmcclaryeo,13/05/1208,98.11
282,jpullarep,19/07/1004,54.19
372,rhumbatcheq,11/09/1394,90.64
684,jwolversoner,19/07/1109,19.49
284,lbeauchampes,15/11/2017,3.0
727,rkreberet,03/11/1640,31.18
995,htootingeu,06/05/1547,62.15
887,phabbleev,14/11/1206,58.1
42,acapelowew,12/08/1881,36.95
602,nciciottiex,13/06/1739,17.37
464,braggey,25/11/1305,13.26
856,mjikovskyez,25/03/1515,1.05
153,skilgallenf0,02/09/1578,65.36
833,jchadwinf1,18/07/1353,49.53
45,ldallowayf2,10/11/1872,73.39
690,apaulyf3,16/09/1780,35.73
403,lduffyf4,21/04/1360,16.82
333,alabounef5,19/06/1768,42.3
188,apadillaf6,09/07/1184,64.49
164,ngrimsterf7,07/03/1730,60.61
603,ssurmeirf8,10/05/1664,13.96
964,bswiffenf9,19/05/1100,22.25
733,sjonasfa,03/10/1442,43.17
181,ndarcofb,22/08/1604,61.67
158,mbrimblecombefc,16/09/1120,97.12
473,tgornerfd,07/10/1171,17.88
436,jmckechniefe,22/07/1760,53.67
977,bscarrff,02/09/1117,59.47
392,rmaskillfg,21/07/1065,34.15
829,kangrovefh,27/06/1084,84.61
673,kpetworthfi,18/10/1872,3.84
597,mmacquirefj,13/02/1988,75.18
157,scominellofk,09/01/1437,2.78
228,mstrittonfl,22/06/1645,37.25
258,rcossomfm,21/08/1874,62.1
405,tretallickfn,11/05/2019,26.43
354,hguillfordfo,15/09/1815,53.52
123,lblissittfp,08/04/1546,35.59
745,smalkinfq,08/09/1363,92.64
803,aevemyfr,18/09/1631,31.47
874,psuddellfs,13/09/1672,1.12
824,cfarrarft,20/06/1816,52.45
588,cdewickfu,04/12/1843,30.73
928,wdearesfv,15/01/1692,54.02
483,acradocfw,25/11/1239,79.48
332,hcordetfx,02/05/1209,50.13
473,blinceyfy,31/12/1752,95.46
937,cbeethamfz,31/05/1933,32.15
135,agawng0,27/03/1453,49.26
958,rmeadersg1,15/07/1843,90.29
788,cdollingg2,06/02/1846,26.4
403,gobrueng3,27/01/1254,52.25
855,sbretlandg4,25/07/1835,54.78
931,mdienesg5,23/01/1001,16.98
636,cpartingtong6,30/06/1615,29.44
189,vkolakowskig7,03/12/1986,62.0
655,fwoakesg8,22/06/1671,50.37
950,fkinnierg9,20/05/1542,49.86
301,mrotgega,02/08/2021,6.11
659,rcassamgb,28/05/1675,5.24
711,aquaifgc,01/12/1885,83.55
471,arudegd,04/02/1612,51.65
816,ielvishge,11/09/1160,71.61
116,kwatsonbrowngf,29/06/1434,31.81
330,tmacbanegg,02/03/1283,79.22
319,jbartolomeazzigh,18/10/1592,33.75
795,lchurngi,18/10/1459,20.38
520,rjarrellgj,09/11/1835,32.75
799,amuddimangk,23/12/1764,34.28
227,bdrowsfieldgl,24/10/1112,62.62
947,vmichallatgm,22/04/1802,17.63
925,bfreakgn,19/11/1819,91.83
759,mbrezlawgo,06/01/1027,90.98
959,gspringgp,14/09/1404,39.24
218,kblaygq,16/08/1037,62.44
708,ffrankegr,28/11/1349,91.82
320,cmcanellyegs,09/08/1293,84.6
76,bkardosstowegt,10/01/1846,30.26
98,aidiensgu,18/08/1691,19.67
565,mwoodergv,21/05/1623,75.15
322,jspriddlegw,22/01/1979,22.2
568,asillegx,30/10/1349,90.74
650,lrunciemangy,19/04/1282,29.67
391,tantonigz,08/04/1926,26.11
415,cwoollacotth0,01/02/1009,15.81
83,wimoreh1,21/11/1433,77.58
728,gruggieroh2,11/03/1245,44.41
399,mkeysh3,31/07/1280,42.03
207,ghallardh4,12/12/1409,22.56
875,lhammentsh5,26/12/1035,24.52
736,jmugridgeh6,05/09/1207,61.29
44,emclleeseh7,16/09/1306,9.72
167,krubegah8,10/09/1933,1.6
395,escamadinh9,28/12/1884,25.3
26,mbambridgeha,31/08/1466,39.33
586,lspinolahb,17/01/1618,95.86
783,rthatcherhc,19/03/1303,77.63
635,tmorratthd,06/05/1155,58.29
60,eperuttohe,04/04/1282,48.75
646,mlepoidevinhf,03/09/1033,96.98
798,tgirardeauhg,13/11/1846,96.3
900,fokinedyhh,25/04/1629,66.94
964,kpegdenhi,11/10/1125,29.52
185,mdabeshj,01/12/1634,23.64
175,cpendleberyhk,15/01/1364,85.67
179,bthorsenhl,07/01/1773,83.79
587,plagaduhm,05/06/1697,52.63
915,sivaninhn,15/02/1108,8.24
685,tforsythho,13/03/1244,70.81
157,tpeetershp,05/10/1075,43.62
275,memblinhq,11/09/1117,69.47
1,jkockhr,13/01/1330,76.72
198,jarmitagehs,08/04/1958,45.81
405,mgoudmanht,14/10/1824,2.03
43,ecattachhu,19/07/1140,88.59
433,mcassellshv,30/07/1938,44.09
416,bgariehw,30/05/1521,25.71
343,mcastagnehx,24/03/1556,94.89
515,mjevonshy,02/12/1266,46.13
407,mugonihz,02/12/1853,32.2
868,epinckedi0,04/03/1283,14.88
219,ahutchingesi1,01/09/1353,13.37
84,acrofthwaitei2,20/09/1321,40.8
236,kstablesi3,15/07/1824,16.08
935,kkeasleyi4,27/12/1855,94.5
161,tjeffriesi5,28/05/1298,17.77
443,oromaini6,14/08/1938,27.38
577,eelletsoni7,17/11/1174,75.58
874,gjakeli8,24/11/2019,56.73
864,wdeweri9,09/07/1817,60.66
792,sfarnesia,22/09/1804,47.34
566,nformoyib,26/09/1151,86.01
865,lswateic,09/07/1307,10.15
307,ryoudeid,30/10/1475,80.43
423,aschruyerie,10/10/1263,95.73
419,hdurranceif,04/07/1975,17.31
112,gdowbigginig,19/08/1851,86.0
930,proddaih,26/06/1702,63.55
945,lpinckedii,23/11/1487,29.04
171,rdutsonij,08/02/1051,5.3
512,jdunstallik,08/12/1243,54.66
357,holdfieldil,04/01/1944,14.89
425,aescottim,26/04/1068,86.06
300,glevingsin,06/02/1951,55.92
487,lpicktonio,01/05/1311,55.17
493,mtippleip,17/04/1520,98.54
665,pbedissiq,09/06/1089,7.88
188,akittleir,26/12/1536,62.63
269,llisimoreis,15/05/1393,92.23
830,ocasiniit,20/02/1163,25.58
239,csydesiu,24/10/1718,37.85
974,gjeavonsiv,06/09/1108,33.77
774,bizeniw,25/11/1526,58.49
323,dlightbourneix,03/02/1468,26.49
758,stelegaiy,11/06/1935,49.25
962,cgaskiniz,05/10/1241,41.63
970,eglisanej0,30/01/1367,86.16
962,gtrenchardj1,14/11/1061,46.63
829,sgrassettj2,01/09/1658,92.0
649,dpachmannj3,06/04/1231,45.56
413,cjewissj4,12/11/1708,26.19
581,wdowdj5,08/08/1410,15.77
371,apoatj6,26/09/1091,68.36
574,tfrenchumj7,18/01/1473,53.84
597,mpideonj8,23/07/1526,51.5
